id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
8840,female,26/01/1994,1994,24,insta_8840,100,85,"1,48","25,8","27,28","0,3209411765"
1438,female,01/12/1993,1993,24,insta_1438,54,87,"0,4444444444","4,481481481","4,925925926","0,05661983823"
13850,female,22/03/1994,1994,24,insta_13850,100,87,"1,16","15,87","17,03","0,1957471264"
8357,female,25/02/1994,1994,24,insta_8357,3,88,"4,333333333","16,33333333","20,66666667","0,2348484848"
12866,female,19/07/1993,1993,24,insta_12866,7,88,"0,7142857143","11,42857143","12,14285714","0,137987013"
12866,female,19/07/1993,1993,24,insta_12866,7,88,"0,7142857143","11,42857143","12,14285714","0,137987013"
7765,female,02/08/1993,1993,24,insta_7765,77,89,"0,4675324675","5,909090909","6,376623377","0,07164745367"
4560,female,11/02/1994,1994,24,insta_4560,57,91,"1,964912281","30,03508772",32,"0,3516483516"
4582,female,14/01/1994,1994,24,insta_4582,1,91,0,10,10,"0,1098901099"
1361,female,28/09/1993,1993,24,insta_1361,24,95,"1,583333333","21,83333333","23,41666667","0,2464912281"
15248,female,07/02/1994,1994,24,insta_15248,2,95,0,"5,5","5,5","0,05789473684"
7149,female,20/11/1993,1993,24,insta_7149,100,99,"0,26","4,35","4,61","0,04656565657"
718,female,10/06/1993,1993,24,insta_718,46,100,"0,6086956522","6,47826087","7,086956522","0,07086956522"
285,female,01/03/1994,1994,24,insta_285,100,103,"0,42","16,44","16,86","0,1636893204"
4007,female,26/04/1994,1994,24,insta_4007,62,103,"0,3548387097","5,306451613","5,661290323","0,05496398371"
4400,female,23/10/1993,1993,24,insta_4400,42,105,"0,2380952381","9,80952381","10,04761905","0,09569160998"
4463,female,03/05/1994,1994,24,insta_4463,10,106,"0,7","14,7","15,4","0,1452830189"
7755,female,06/12/1993,1993,24,insta_7755,1,106,3,23,26,"0,2452830189"
9113,female,16/05/1994,1994,24,insta_9113,50,106,"2,02","20,48","22,5","0,2122641509"
10003,female,21/01/1994,1994,24,insta_10003,36,106,"0,6111111111","22,16666667","22,77777778","0,214884696"
9135,female,15/02/1994,1994,24,insta_9135,6,108,"0,8333333333","13,16666667",14,"0,1296296296"
12693,female,11/05/1994,1994,24,insta_12693,28,108,"3,107142857","7,035714286","10,14285714","0,09391534392"
14812,male,02/04/1994,1994,24,insta_14812,11,108,"0,1818181818","30,18181818","30,36363636","0,2811447811"
13782,female,08/08/1993,1993,24,insta_13782,50,109,"0,16","19,9","20,06","0,1840366972"
3063,female,06/06/1994,1994,24,insta_3063,100,111,"2,48","105,44","107,92","0,9722522523"
13277,female,02/01/1994,1994,24,insta_13277,100,111,"1,68","38,62","40,3","0,3630630631"
7524,male,23/10/1993,1993,24,insta_7524,56,116,"0,7857142857","10,25","11,03571429","0,09513546798"
622,female,17/06/1993,1993,24,insta_622,100,119,"0,48","8,95","9,43","0,07924369748"
12241,female,04/07/1993,1993,24,insta_12241,13,123,"0,8461538462","9,846153846","10,69230769","0,08692933083"
944,female,30/09/1993,1993,24,insta_944,12,124,"0,3333333333","22,16666667","22,5","0,1814516129"
1252,female,14/03/1994,1994,24,insta_1252,83,127,"1,710843373","31,3373494","33,04819277","0,2602219903"
5260,female,21/01/1994,1994,24,insta_5260,57,127,"1,561403509","31,64912281","33,21052632","0,2615002072"
10011,female,05/08/1993,1993,24,insta_10011,4,128,"1,75",14,"15,75","0,123046875"
14358,female,21/01/1994,1994,24,insta_14358,84,130,"1,202380952","27,29761905","28,5","0,2192307692"
5937,female,07/01/1994,1994,24,insta_5937,94,134,1,"16,03191489","17,03191489","0,1271038425"
8143,female,20/07/1993,1993,24,insta_8143,58,135,"0,8103448276","22,01724138","22,82758621","0,1690932312"
6157,female,04/12/1993,1993,24,insta_6157,100,136,"1,55","23,6","25,15","0,1849264706"
9544,female,11/09/1993,1993,24,insta_9544,82,136,"1,012195122","20,48780488","21,5","0,1580882353"
7137,female,20/02/1994,1994,24,insta_7137,100,140,"2,06","29,71","31,77","0,2269285714"
14799,male,28/04/1994,1994,24,insta_14799,63,143,"0,8412698413","21,55555556","22,3968254","0,1566211566"
8119,female,24/11/1993,1993,24,insta_8119,35,144,"1,371428571","22,77142857","24,14285714","0,1676587302"
12838,female,14/03/1994,1994,24,insta_12838,27,146,"0,6666666667","22,40740741","23,07407407","0,1580416032"
3444,female,23/08/1993,1993,24,insta_3444,93,148,"1,76344086","26,33333333","28,09677419","0,1898430689"
14216,female,04/09/1993,1993,24,insta_14216,6,148,0,102,102,"0,6891891892"
8820,female,11/10/1993,1993,24,insta_8820,13,149,"1,923076923","36,46153846","38,38461538","0,2576148684"
9081,female,21/03/1994,1994,24,insta_9081,100,150,"0,9","29,33","30,23","0,2015333333"
8613,female,29/08/1993,1993,24,insta_8613,40,151,"2,075","10,95","13,025","0,08625827815"
14112,female,13/01/1994,1994,24,insta_14112,100,152,"0,72","14,05","14,77","0,09717105263"
2978,female,11/03/1994,1994,24,insta_2978,100,153,"1,28","26,03","27,31","0,178496732"
10227,female,26/07/1993,1993,24,insta_10227,66,153,"0,6515151515","18,34848485",19,"0,1241830065"
13718,female,15/07/1993,1993,24,insta_13718,100,153,"2,01","38,76","40,77","0,2664705882"
15089,female,15/05/1994,1994,24,insta_15089,100,153,"0,66","12,26","12,92","0,08444444444"
9554,female,06/01/1994,1994,24,insta_9554,30,154,"1,7","24,43333333","26,13333333","0,1696969697"
6798,female,25/12/1993,1993,24,insta_6798,79,158,"7,455696203","66,87341772","74,32911392","0,4704374299"
2920,female,25/09/1993,1993,24,insta_2920,100,160,"1,62","27,32","28,94","0,180875"
12332,female,11/07/1993,1993,24,insta_12332,100,160,"0,81","13,19",14,"0,0875"
13893,female,05/04/1994,1994,24,insta_13893,96,160,"1,270833333","14,5","15,77083333","0,09856770833"
1809,female,09/01/1994,1994,24,insta_1809,53,163,"1,188679245","18,86792453","20,05660377","0,1230466489"
12653,female,08/03/1994,1994,24,insta_12653,100,166,"0,5","3,84","4,34","0,02614457831"
9200,female,01/04/1994,1994,24,insta_9200,3,171,"3,666666667","43,66666667","47,33333333","0,2768031189"
10112,female,23/10/1993,1993,24,insta_10112,100,172,"2,76","28,04","30,8","0,1790697674"
2684,female,02/05/1994,1994,24,insta_2684,10,176,"0,6","16,4",17,"0,09659090909"
9745,female,15/01/1994,1994,24,insta_9745,100,176,"0,5","7,11","7,61","0,04323863636"
3213,female,05/04/1994,1994,24,insta_3213,100,177,"0,67","20,03","20,7","0,1169491525"
7236,female,11/07/1993,1993,24,insta_7236,100,181,"2,39","52,04","54,43","0,300718232"
13088,female,20/12/1993,1993,24,insta_13088,100,181,"2,8","35,4","38,2","0,2110497238"
15157,female,10/04/1994,1994,24,insta_15157,100,181,"0,5","12,79","13,29","0,07342541436"
12985,male,19/08/1993,1993,24,insta_12985,70,186,"0,9142857143","26,77142857","27,68571429","0,1488479263"
5281,female,08/04/1994,1994,24,insta_5281,100,187,"1,23","26,51","27,74","0,148342246"
2224,female,09/12/1993,1993,24,insta_2224,1,188,5,28,33,"0,1755319149"
10876,male,05/03/1994,1994,24,insta_10876,84,188,"0,9880952381","26,82142857","27,80952381","0,147922999"
7483,female,20/09/1993,1993,24,insta_7483,100,191,"2,65","31,58","34,23","0,1792146597"
14178,female,14/10/1993,1993,24,insta_14178,38,191,"2,263157895","28,13157895","30,39473684","0,1591347479"
4089,female,22/01/1994,1994,24,insta_4089,100,192,"2,85","52,51","55,36","0,2883333333"
6871,female,09/06/1993,1993,24,insta_6871,79,192,"5,379746835","44,07594937","49,4556962","0,2575817511"
14115,female,04/08/1993,1993,24,insta_14115,100,192,"3,52","20,5","24,02","0,1251041667"
14537,female,11/03/1994,1994,24,insta_14537,100,197,"1,01","26,95","27,96","0,141928934"
8719,female,30/06/1993,1993,24,insta_8719,100,198,"0,96","31,74","32,7","0,1651515152"
6972,female,17/02/1994,1994,24,insta_6972,100,200,"1,08","14,67","15,75","0,07875"
9925,male,05/12/1993,1993,24,insta_9925,52,204,0,"19,25","19,25","0,0943627451"
5182,female,13/05/1994,1994,24,insta_5182,99,206,"1,383838384","13,56565657","14,94949495","0,07257036383"
15729,female,28/02/1994,1994,24,insta_15729,91,211,"1,362637363","19,57142857","20,93406593","0,09921358263"
2364,female,31/03/1994,1994,24,insta_2364,100,212,"2,42","42,13","44,55","0,2101415094"
3293,female,16/06/1993,1993,24,insta_3293,88,212,"1,079545455","71,17045455","72,25","0,3408018868"
2554,female,13/05/1994,1994,24,insta_2554,145,213,"0,5931034483","43,74482759","44,33793103","0,2081593006"
5503,female,29/06/1993,1993,24,insta_5503,100,217,"0,43","11,56","11,99","0,05525345622"
14231,female,11/07/1993,1993,24,insta_14231,100,217,"0,01","4,18","4,19","0,01930875576"
4019,female,17/08/1993,1993,24,insta_4019,100,220,"0,53","20,5","21,03","0,09559090909"
6506,female,02/10/1993,1993,24,insta_6506,100,221,"1,98","28,45","30,43","0,1376923077"
25,female,01/01/1994,1994,24,insta_25,35,223,"1,228571429","34,94285714","36,17142857","0,1622037156"
1695,female,12/04/1994,1994,24,insta_1695,100,225,"0,62","12,85","13,47","0,05986666667"
4051,female,08/08/1993,1993,24,insta_4051,100,226,"1,88","34,59","36,47","0,1613716814"
8653,female,14/12/1993,1993,24,insta_8653,100,227,"1,12","18,31","19,43","0,08559471366"
14750,female,06/01/1994,1994,24,insta_14750,19,228,"0,3684210526","17,89473684","18,26315789","0,08010156971"
5217,female,24/06/1993,1993,24,insta_5217,64,230,"1,078125","15,25","16,328125","0,07099184783"
2910,female,17/10/1993,1993,24,insta_2910,100,231,"1,55","45,19","46,74","0,2023376623"
15297,female,22/12/1993,1993,24,insta_15297,100,231,"0,7","23,03","23,73","0,1027272727"
3335,female,03/11/1993,1993,24,insta_3335,100,237,"0,49","31,58","32,07","0,1353164557"
14902,female,13/08/1993,1993,24,insta_14902,100,238,"2,59","39,59","42,18","0,1772268908"
2291,female,16/06/1993,1993,24,insta_2291,100,239,"1,14","27,18","28,32","0,1184937238"
6868,female,22/01/1994,1994,24,insta_6868,1,239,0,7,7,"0,02928870293"
3910,female,03/03/1994,1994,24,insta_3910,12,246,"1,333333333","28,75","30,08333333","0,1222899729"
7372,female,17/07/1993,1993,24,insta_7372,100,250,"0,8","23,95","24,75","0,099"
13803,female,24/10/1993,1993,24,insta_13803,66,251,"0,7878787879","25,15151515","25,93939394","0,103344199"
14482,female,08/06/1994,1994,24,insta_14482,100,252,"0,51","12,8","13,31","0,05281746032"
6036,female,09/02/1994,1994,24,insta_6036,100,254,"1,06","37,32","38,38","0,1511023622"
6802,female,01/02/1994,1994,24,insta_6802,1,254,8,76,84,"0,3307086614"
15919,female,20/03/1994,1994,24,insta_15919,83,255,"2,963855422","34,8313253","37,79518072","0,148216395"
1968,female,08/06/1994,1994,24,insta_1968,100,256,"1,62","55,24","56,86","0,222109375"
9062,female,29/07/1993,1993,24,insta_9062,40,256,"3,475","39,325","42,8","0,1671875"
4763,female,06/06/1994,1994,24,insta_4763,100,257,"3,45","38,47","41,92","0,1631128405"
14771,female,10/02/1994,1994,24,insta_14771,17,258,"8,470588235","82,11764706","90,58823529","0,3511171911"
10043,female,27/06/1993,1993,24,insta_10043,100,262,"0,82","26,3","27,12","0,1035114504"
2147,female,10/04/1994,1994,24,insta_2147,100,265,"1,24","19,08","20,32","0,07667924528"
14980,female,28/04/1994,1994,24,insta_14980,14,265,"2,857142857","46,21428571","49,07142857","0,1851752022"
13798,female,04/06/1994,1994,24,insta_13798,64,266,"1,3125","23,859375","25,171875","0,09463110902"
7063,female,12/06/1993,1993,24,insta_7063,39,267,"0,02564102564",5,"5,025641026","0,01882262556"
4150,female,05/10/1993,1993,24,insta_4150,100,268,"1,4","34,6",36,"0,1343283582"
10379,female,08/12/1993,1993,24,insta_10379,38,268,"2,5","73,78947368","76,28947368","0,2846622152"
881,female,10/12/1993,1993,24,insta_881,100,271,"2,05","39,36","41,41","0,152804428"
15577,male,04/06/1994,1994,24,insta_15577,42,271,"0,619047619","28,19047619","28,80952381","0,1063082059"
1675,female,25/11/1993,1993,24,insta_1675,100,272,"2,86","40,58","43,44","0,1597058824"
2749,female,16/12/1993,1993,24,insta_2749,63,277,"0,9841269841","11,74603175","12,73015873","0,04595725173"
6595,female,28/09/1993,1993,24,insta_6595,81,277,"1,716049383","60,5308642","62,24691358","0,2247180996"
4340,female,16/10/1993,1993,24,insta_4340,100,281,"0,46","8,62","9,08","0,03231316726"
11487,female,06/05/1994,1994,24,insta_11487,100,281,"1,85","55,02","56,87","0,2023843416"
971,male,18/08/1993,1993,24,insta_971,100,283,"4,17","67,29","71,46","0,2525088339"
2065,female,17/10/1993,1993,24,insta_2065,100,288,"2,12","21,22","23,34","0,08104166667"
12334,female,13/02/1994,1994,24,insta_12334,100,291,"1,11","40,01","41,12","0,1413058419"
7265,female,14/02/1994,1994,24,insta_7265,100,293,"1,99","42,83","44,82","0,1529692833"
12342,female,04/11/1993,1993,24,insta_12342,100,296,"1,18","62,86","64,04","0,2163513514"
3159,female,08/08/1993,1993,24,insta_3159,75,298,"0,7866666667","10,29333333","11,08","0,03718120805"
808,male,29/06/1993,1993,24,insta_808,100,301,"1,02","39,55","40,57","0,1347840532"
5596,female,11/10/1993,1993,24,insta_5596,100,301,"0,96","32,07","33,03","0,1097342193"
9730,female,18/10/1993,1993,24,insta_9730,97,306,"2,443298969","111,1134021","113,556701","0,3711003302"
9626,female,26/06/1993,1993,24,insta_9626,96,308,"1,802083333","45,15625","46,95833333","0,1524621212"
6683,female,01/05/1994,1994,24,insta_6683,1,309,0,14,14,"0,04530744337"
7192,female,24/10/1993,1993,24,insta_7192,79,309,"1,113924051","14,2278481","15,34177215","0,04964974806"
4029,female,05/01/1994,1994,24,insta_4029,100,312,"2,2","59,56","61,76","0,1979487179"
3540,female,05/10/1993,1993,24,insta_3540,200,313,"0,965","18,395","19,36","0,06185303514"
2194,female,09/08/1993,1993,24,insta_2194,55,318,"2,345454545","21,52727273","23,87272727","0,07507146941"
15230,female,04/09/1993,1993,24,insta_15230,100,323,"1,47","17,78","19,25","0,05959752322"
3400,female,17/07/1993,1993,24,insta_3400,100,326,"2,09","30,35","32,44","0,09950920245"
2162,female,04/02/1994,1994,24,insta_2162,100,334,"2,94","23,67","26,61","0,07967065868"
12715,female,21/02/1994,1994,24,insta_12715,54,335,"1,574074074","30,25925926","31,83333333","0,09502487562"
8214,female,11/08/1993,1993,24,insta_8214,100,338,"1,3","39,44","40,74","0,1205325444"
12355,female,01/07/1993,1993,24,insta_12355,48,338,"3,145833333","60,52083333","63,66666667","0,1883629191"
4229,female,29/10/1993,1993,24,insta_4229,199,339,"1,67839196","41,58291457","43,26130653","0,1276144735"
3507,female,02/02/1994,1994,24,insta_3507,100,343,"3,86","48,18","52,04","0,1517201166"
9292,female,27/04/1994,1994,24,insta_9292,100,348,"5,69","102,66","108,35","0,3113505747"
14614,female,07/04/1994,1994,24,insta_14614,9,349,"2,444444444","61,55555556",64,"0,1833810888"
7471,female,07/07/1993,1993,24,insta_7471,100,352,"0,64","50,3","50,94","0,1447159091"
5576,female,09/04/1994,1994,24,insta_5576,100,353,"1,31","42,66","43,97","0,1245609065"
11857,male,20/03/1994,1994,24,insta_11857,100,353,"0,78","32,86","33,64","0,09529745042"
6451,female,22/01/1994,1994,24,insta_6451,100,355,"5,67","83,37","89,04","0,2508169014"
10069,female,10/05/1994,1994,24,insta_10069,100,362,"1,43","32,02","33,45","0,09240331492"
6227,female,03/11/1993,1993,24,insta_6227,100,366,"2,57","70,85","73,42","0,2006010929"
6800,female,23/07/1993,1993,24,insta_6800,100,370,"1,32","20,18","21,5","0,05810810811"
4491,female,05/12/1993,1993,24,insta_4491,100,374,"1,07","10,46","11,53","0,03082887701"
6386,female,29/04/1994,1994,24,insta_6386,91,379,"3,153846154","74,18681319","77,34065934","0,2040650642"
14462,female,21/03/1994,1994,24,insta_14462,38,391,"1,105263158","33,84210526","34,94736842","0,08937945888"
5397,female,06/01/1994,1994,24,insta_5397,200,393,"1,515","50,185","51,7","0,1315521628"
9217,male,12/04/1994,1994,24,insta_9217,100,399,"1,16","38,2","39,36","0,09864661654"
5707,female,30/12/1993,1993,24,insta_5707,100,406,"1,15","32,83","33,98","0,08369458128"
4226,female,21/10/1993,1993,24,insta_4226,100,407,"2,77","53,9","56,67","0,1392383292"
4004,female,10/04/1994,1994,24,insta_4004,100,411,"3,3","88,8","92,1","0,2240875912"
735,female,29/12/1993,1993,24,insta_735,200,421,"1,095","46,995","48,09","0,1142280285"
1974,female,03/01/1994,1994,24,insta_1974,100,423,"2,31","42,62","44,93","0,1062174941"
6650,female,29/10/1993,1993,24,insta_6650,100,426,"2,79","69,53","72,32","0,1697652582"
1556,female,10/09/1993,1993,24,insta_1556,97,428,"1,010309278","14,28865979","15,29896907","0,03574525484"
3123,female,16/09/1993,1993,24,insta_3123,100,433,"7,2","132,66","139,86","0,3230023095"
15061,female,25/04/1994,1994,24,insta_15061,77,433,"4,545454545","112,2857143","116,8311688","0,2698179419"
10600,female,21/04/1994,1994,24,insta_10600,100,434,"0,81","36,6","37,41","0,08619815668"
1722,female,05/05/1994,1994,24,insta_1722,100,435,"4,37","37,93","42,3","0,09724137931"
9970,female,26/12/1993,1993,24,insta_9970,100,435,"2,43","40,4","42,83","0,09845977011"
3999,female,30/09/1993,1993,24,insta_3999,100,438,"5,18","56,84","62,02","0,1415981735"
4777,female,11/03/1994,1994,24,insta_4777,100,439,"3,06","68,15","71,21","0,1622095672"
1840,female,28/05/1994,1994,24,insta_1840,100,441,"3,11","81,67","84,78","0,192244898"
8718,female,10/08/1993,1993,24,insta_8718,100,444,"1,57","55,12","56,69","0,1276801802"
2614,female,18/01/1994,1994,24,insta_2614,100,453,"0,13","2,76","2,89","0,006379690949"
3619,female,15/01/1994,1994,24,insta_3619,100,453,"2,48","20,73","23,21","0,05123620309"
420,male,13/11/1993,1993,24,insta_420,100,454,"1,17","45,46","46,63","0,1027092511"
2673,female,03/12/1993,1993,24,insta_2673,42,463,"1,19047619","52,14285714","53,33333333","0,1151907847"
3776,female,23/07/1993,1993,24,insta_3776,100,463,"1,42","35,66","37,08","0,08008639309"
10119,male,01/08/1993,1993,24,insta_10119,100,468,"1,17","46,19","47,36","0,1011965812"
3586,female,07/02/1994,1994,24,insta_3586,100,469,"0,94","39,45","40,39","0,08611940299"
2792,female,11/01/1994,1994,24,insta_2792,49,470,"2,836734694","85,93877551","88,7755102","0,1888840643"
3176,female,14/09/1993,1993,24,insta_3176,100,472,"3,18","31,65","34,83","0,07379237288"
6740,female,02/06/1994,1994,24,insta_6740,1,474,1,14,15,"0,03164556962"
8839,female,25/12/1993,1993,24,insta_8839,93,486,"2,483870968","75,04301075","77,52688172","0,1595203328"
6374,female,13/11/1993,1993,24,insta_6374,100,487,"3,46","82,92","86,38","0,1773716632"
345,female,11/07/1993,1993,24,insta_345,100,489,"1,46","29,19","30,65","0,06267893661"
8640,female,24/12/1993,1993,24,insta_8640,74,494,"1,459459459","48,14864865","49,60810811","0,1004212715"
